CustomerID,Recency,Frequency,Monetary,Cluster,Segment
C0576,31,3,42695.18,1,Potential / At-Risk
C0577,92,9,194511.43,1,Potential / At-Risk
C0578,68,7,98677.47,1,Potential / At-Risk
C0579,4,12,246924.36,0,Loyal Customers
C0580,68,4,64437.55,1,Potential / At-Risk
C0581,5,23,720407.81,0,Loyal Customers
C0582,90,13,282349.0,0,Loyal Customers
C0583,533,1,35724.9,2,Lost / Low-Value
C0584,7,9,153847.48,1,Potential / At-Risk
C0585,41,1,9881.4,1,Potential / At-Risk
C0586,34,11,299121.2,0,Loyal Customers
C0587,94,2,29477.38,1,Potential / At-Risk
C0588,1,21,538323.12,0,Loyal Customers
C0589,554,1,2918.79,2,Lost / Low-Value
C0590,178,4,79766.16,1,Potential / At-Risk
C0591,1,22,400744.45,0,Loyal Customers
C0592,6,35,949174.16,3,Champions
C0593,7,16,351778.44,0,Loyal Customers
C0594,59,7,84647.9,1,Potential / At-Risk
C0595,7,13,267108.46,0,Loyal Customers
C0596,462,3,23208.82,2,Lost / Low-Value
C0597,23,11,256319.03,0,Loyal Customers
C0598,8,18,401155.99,0,Loyal Customers
C0599,31,1,12262.04,1,Potential / At-Risk
C0600,33,4,24511.420000000002,1,Potential / At-Risk
C0601,2,18,547539.92,0,Loyal Customers
C0602,6,15,405989.08,0,Loyal Customers
C0603,1,26,969211.53,3,Champions
C0604,55,3,42329.62,1,Potential / At-Risk
C0605,28,3,84467.65,1,Potential / At-Risk
C0606,250,5,46555.86,1,Potential / At-Risk
C0607,451,1,17485.68,2,Lost / Low-Value
C0608,375,2,18136.16,2,Lost / Low-Value
C0609,237,6,121597.73,1,Potential / At-Risk
C0610,187,1,10389.2,1,Potential / At-Risk
C0611,2,23,562369.0599999999,0,Loyal Customers
C0612,20,25,607656.01,0,Loyal Customers
C0613,8,12,197916.0,0,Loyal Customers
C0614,1,35,837855.68,3,Champions
C0615,77,5,88913.02,1,Potential / At-Risk
C0616,376,1,9329.05,2,Lost / Low-Value
C0617,1,35,572163.41,3,Champions
C0618,6,22,482547.79,0,Loyal Customers
C0619,307,6,144628.15,2,Lost / Low-Value
C0620,392,1,1597.44,2,Lost / Low-Value
C0621,21,14,245140.55,0,Loyal Customers
C0622,111,8,69796.79,1,Potential / At-Risk
C0623,3,45,1491583.84,3,Champions
C0624,16,17,286748.88,0,Loyal Customers
C0625,577,1,16724.28,2,Lost / Low-Value
C0626,476,1,7943.07,2,Lost / Low-Value
C0627,1,41,1328774.96,3,Champions
C0628,436,2,13133.54,2,Lost / Low-Value
C0629,9,2,17590.55,1,Potential / At-Risk
C0630,350,2,26494.78,2,Lost / Low-Value
C0631,87,5,48559.69,1,Potential / At-Risk
C0632,142,4,72443.01,1,Potential / At-Risk
C0633,95,4,70441.92,1,Potential / At-Risk
C0634,9,4,69993.06999999999,1,Potential / At-Risk
C0635,9,16,417031.07,0,Loyal Customers
C0636,1,40,1139988.45,3,Champions
C0637,1,13,237897.77,0,Loyal Customers
C0638,43,4,47774.380000000005,1,Potential / At-Risk
C0639,3,23,557383.43,0,Loyal Customers
C0640,23,2,24437.23,1,Potential / At-Risk
C0641,485,2,13134.12,2,Lost / Low-Value
C0642,10,25,527315.91,0,Loyal Customers
C0643,2,4,54909.61,1,Potential / At-Risk
C0644,46,9,141498.02,1,Potential / At-Risk
C0645,553,1,20059.29,2,Lost / Low-Value
C0646,19,16,425592.14,0,Loyal Customers
C0647,105,1,1968.75,1,Potential / At-Risk
C0648,364,1,322.35,2,Lost / Low-Value
C0649,356,3,41853.630000000005,2,Lost / Low-Value
C0650,9,1,19541.02,1,Potential / At-Risk
C0651,95,4,127503.12,1,Potential / At-Risk
C0652,390,1,6434.35,2,Lost / Low-Value
C0653,462,1,6140.7,2,Lost / Low-Value
C0654,41,7,180991.62,1,Potential / At-Risk
C0655,1,27,735129.57,3,Champions
C0656,379,3,48579.63,2,Lost / Low-Value
C0657,32,1,12256.85,1,Potential / At-Risk
C0658,50,3,55735.74999999999,1,Potential / At-Risk
C0659,22,16,324389.11,0,Loyal Customers
C0660,16,4,66414.0,1,Potential / At-Risk
C0661,8,10,107652.92,1,Potential / At-Risk
C0662,24,1,1344.68,1,Potential / At-Risk
C0663,1,25,773926.92,3,Champions
C0664,8,4,84746.1,1,Potential / At-Risk
C0665,491,3,11866.82,2,Lost / Low-Value
C0666,1,41,951836.88,3,Champions
C0667,219,1,638.12,1,Potential / At-Risk
C0668,57,12,213446.05,1,Potential / At-Risk
C0669,581,1,16775.08,2,Lost / Low-Value
C0670,9,4,49927.69,1,Potential / At-Risk
C0671,22,4,69385.28,1,Potential / At-Risk
C0672,41,2,6619.49,1,Potential / At-Risk
C0673,402,1,32997.85,2,Lost / Low-Value
C0674,23,14,365076.15,0,Loyal Customers
C0675,65,9,134044.68,1,Potential / At-Risk
C0676,229,1,25335.72,1,Potential / At-Risk
C0677,612,2,12831.58,2,Lost / Low-Value
C0678,13,4,103537.49,1,Potential / At-Risk
C0679,29,2,16623.41,1,Potential / At-Risk
C0680,9,15,265508.26,0,Loyal Customers
C0681,33,3,9209.35,1,Potential / At-Risk
C0682,1,25,751724.2,3,Champions
C0683,55,4,129300.41,1,Potential / At-Risk
C0684,8,45,1252244.36,3,Champions
C0685,8,15,247459.05,0,Loyal Customers
C0686,82,8,154969.96,1,Potential / At-Risk
C0687,47,13,255745.62,0,Loyal Customers
C0688,26,4,49473.01,1,Potential / At-Risk
C0689,1,10,153207.51,1,Potential / At-Risk
C0690,25,12,189023.12,1,Potential / At-Risk
C0691,47,24,404303.73,0,Loyal Customers
C0692,49,15,272117.07,0,Loyal Customers
C0693,2,21,388312.13,0,Loyal Customers
C0694,13,45,985801.55,3,Champions
C0695,80,3,29180.45,1,Potential / At-Risk
C0696,439,1,27138.32,2,Lost / Low-Value
C0697,2,4,68929.45999999999,1,Potential / At-Risk
C0698,80,4,75818.02,1,Potential / At-Risk
C0699,53,13,200359.43,0,Loyal Customers
C0700,143,2,7255.400000000001,1,Potential / At-Risk
C0701,195,8,193264.8,1,Potential / At-Risk
C0702,56,7,163461.19,1,Potential / At-Risk
C0703,3,36,1033429.23,3,Champions
C0704,7,15,301269.12,0,Loyal Customers
C0705,45,12,184294.94,1,Potential / At-Risk
C0706,54,11,189407.31,1,Potential / At-Risk
C0707,73,4,37753.89,1,Potential / At-Risk
C0708,90,5,67029.61,1,Potential / At-Risk
C0709,16,4,26788.4,1,Potential / At-Risk
C0710,95,2,6284.21,1,Potential / At-Risk
C0711,356,1,7629.11,2,Lost / Low-Value
C0712,11,3,31971.59,1,Potential / At-Risk
C0713,225,1,5269.27,1,Potential / At-Risk
C0714,1,29,818604.93,3,Champions
C0715,41,18,473996.48,0,Loyal Customers
C0716,3,38,859786.76,3,Champions
C0717,122,1,13457.88,1,Potential / At-Risk
C0718,218,2,45427.43,1,Potential / At-Risk
C0719,7,22,513358.38,0,Loyal Customers
C0720,409,3,46044.09,2,Lost / Low-Value
C0721,1,31,1085456.32,3,Champions
C0722,83,3,50854.950000000004,1,Potential / At-Risk
C0723,38,8,125130.95,1,Potential / At-Risk
C0724,4,24,624482.88,0,Loyal Customers
C0725,30,8,86215.88,1,Potential / At-Risk
C0726,18,8,144266.49,1,Potential / At-Risk
C0727,32,8,116314.41,1,Potential / At-Risk
C0728,10,11,170887.44,1,Potential / At-Risk
C0729,259,2,37129.5,2,Lost / Low-Value
C0730,234,6,122189.72,1,Potential / At-Risk
C0731,4,9,158396.56,1,Potential / At-Risk
C0732,6,2,38369.16,1,Potential / At-Risk
C0733,94,4,49635.01,1,Potential / At-Risk
C0734,17,9,151344.65,1,Potential / At-Risk
C0735,41,13,242302.04,0,Loyal Customers
C0736,5,25,552689.0,0,Loyal Customers
C0737,11,21,571102.44,0,Loyal Customers
C0738,30,3,37463.340000000004,1,Potential / At-Risk
C0739,1,18,285033.1,0,Loyal Customers
C0740,89,7,143361.92,1,Potential / At-Risk
C0741,16,4,40805.2,1,Potential / At-Risk
C0742,5,20,374867.63,0,Loyal Customers
C0743,25,8,62036.67,1,Potential / At-Risk
C0744,16,15,275748.16,0,Loyal Customers
C0745,511,1,4733.72,2,Lost / Low-Value
C0746,93,5,156529.13,1,Potential / At-Risk
C0747,518,1,1972.11,2,Lost / Low-Value
C0748,352,4,23691.18,2,Lost / Low-Value
C0749,3,33,807059.71,3,Champions
C0750,38,1,27340.43,1,Potential / At-Risk
C0751,396,1,24281.170000000002,2,Lost / Low-Value
C0752,90,4,25842.82,1,Potential / At-Risk
C0753,537,1,15642.14,2,Lost / Low-Value
C0754,320,1,2885.0,2,Lost / Low-Value
C0755,8,25,490035.8,0,Loyal Customers
C0756,34,17,458652.19,0,Loyal Customers
C0757,49,3,44754.55,1,Potential / At-Risk
C0758,75,8,205998.93,1,Potential / At-Risk
C0759,276,3,55129.18,2,Lost / Low-Value
C0760,56,2,50554.729999999996,1,Potential / At-Risk
C0761,29,8,216317.7,1,Potential / At-Risk
C0762,15,19,318640.75,0,Loyal Customers
C0763,3,3,86844.33,1,Potential / At-Risk
C0764,12,8,88349.35,1,Potential / At-Risk
C0765,554,3,27354.61,2,Lost / Low-Value
C0766,4,11,129572.84999999999,1,Potential / At-Risk
C0767,115,1,10146.970000000001,1,Potential / At-Risk
C0768,4,20,335376.10000000003,0,Loyal Customers
C0769,92,3,12576.689999999999,1,Potential / At-Risk
C0770,8,7,114799.5,1,Potential / At-Risk
C0771,44,5,46888.16,1,Potential / At-Risk
C0772,6,21,479331.29,0,Loyal Customers
C0773,101,2,61214.33,1,Potential / At-Risk
C0774,395,1,4349.1900000000005,2,Lost / Low-Value
C0775,6,15,303397.94,0,Loyal Customers
C0776,2,19,554658.1,0,Loyal Customers
C0777,4,33,915351.24,3,Champions
C0778,107,3,18102.670000000002,1,Potential / At-Risk
C0779,7,2,15928.189999999999,1,Potential / At-Risk
C0780,84,8,116481.71,1,Potential / At-Risk
C0781,9,23,572362.27,0,Loyal Customers
C0782,95,8,176203.45,1,Potential / At-Risk
C0783,37,6,83032.83,1,Potential / At-Risk
C0784,98,5,51517.8,1,Potential / At-Risk
C0785,144,2,38074.56,1,Potential / At-Risk
C0786,8,15,245977.03,0,Loyal Customers
C0787,10,3,42042.95,1,Potential / At-Risk
C0788,3,12,236307.01,0,Loyal Customers
C0789,6,14,297075.3,0,Loyal Customers
C0790,65,3,32726.309999999998,1,Potential / At-Risk
C0791,7,1,6621.39,1,Potential / At-Risk
C0792,183,2,16075.0,1,Potential / At-Risk
C0793,2,23,554028.99,0,Loyal Customers
C0794,9,17,463171.26,0,Loyal Customers
C0795,501,1,1669.31,2,Lost / Low-Value
C0796,164,5,56490.32,1,Potential / At-Risk
C0797,28,14,245085.17,0,Loyal Customers
C0798,3,28,841471.85,3,Champions
C0799,16,16,296184.66,0,Loyal Customers
C0800,279,1,6800.02,2,Lost / Low-Value
