antecedents,consequents,support,confidence,lift
Fountain Pen,Desk Organizer,0.002857142857142857,0.11059907834101383,4.488078541374474
Wireless Mouse Pro,Power Bank Pro,0.002619047619047619,0.1111111111111111,4.487179487179486
Power Bank Pro,Wireless Mouse Pro,0.002619047619047619,0.10576923076923075,4.487179487179486
Sticky Notes,Planner Diary Pro,0.0030952380952380953,0.12871287128712872,4.486257754406147
Planner Diary Pro,Sticky Notes,0.0030952380952380953,0.1078838174273859,4.486257754406147
Webcam,Smart Watch,0.002857142857142857,0.11374407582938388,4.485681863694013
Smart Watch,Webcam,0.002857142857142857,0.11267605633802817,4.485681863694012
Bookmark Set Pro,Fountain Pen Pro,0.0032142857142857142,0.12918660287081338,4.4841630748546795
Fountain Pen Pro,Bookmark Set Pro,0.0032142857142857142,0.1115702479338843,4.4841630748546795
Face Wash,Sunscreen Pro,0.0032142857142857142,0.11688311688311688,4.483188044831881
Sunscreen Pro,Face Wash,0.0032142857142857142,0.1232876712328767,4.483188044831881
Sunglasses Pro,Cotton T-Shirt,0.002261904761904762,0.09547738693467338,4.480503074029365
Cotton T-Shirt,Sunglasses Pro,0.002261904761904762,0.10614525139664804,4.4805030740293645
Resistance Bands Pro,Cycling Gloves Pro,0.002857142857142857,0.10666666666666667,4.48
Running Shoes Pro,Denim Jacket Pro,0.002857142857142857,0.12000000000000001,4.48
Denim Jacket Pro,Running Shoes Pro,0.002857142857142857,0.10666666666666667,4.48
Skipping Rope,Cycling Gloves Pro,0.002857142857142857,0.10666666666666667,4.48
Cycling Gloves Pro,Resistance Bands Pro,0.002857142857142857,0.12000000000000001,4.48
Cycling Gloves Pro,Skipping Rope,0.002857142857142857,0.12000000000000001,4.48
USB-C Cable Pro,Bluetooth Speaker,0.002619047619047619,0.11518324607329843,4.47934845840605
Bluetooth Speaker,USB-C Cable Pro,0.002619047619047619,0.10185185185185185,4.47934845840605
Fountain Pen Pro,Fountain Pen,0.0033333333333333335,0.11570247933884298,4.47880565182618
Fountain Pen,Fountain Pen Pro,0.0033333333333333335,0.12903225806451613,4.478805651826179
Sunscreen Pro,Sunscreen,0.0027380952380952383,0.10502283105022832,4.4781308671163345
Sunscreen,Sunscreen Pro,0.0027380952380952383,0.116751269035533,4.4781308671163345
Leather Wallet Pro,Winter Hoodie,0.002619047619047619,0.10232558139534884,4.476744186046512
Winter Hoodie,Leather Wallet Pro,0.002619047619047619,0.11458333333333333,4.476744186046512
Water Bottle,Dumbbell Set Pro,0.0027380952380952383,0.1155778894472362,4.473982817312369
Dumbbell Set Pro,Water Bottle,0.0027380952380952383,0.10599078341013826,4.473982817312369
Gym Bag Pro,Resistance Bands Pro,0.0034523809523809524,0.11983471074380166,4.473829201101929
Resistance Bands Pro,Gym Bag Pro,0.0034523809523809524,0.1288888888888889,4.473829201101928
Notebook Set,Puzzle Book Pro,0.0030952380952380953,0.11555555555555556,4.473118279569893
Puzzle Book Pro,Notebook Set,0.0030952380952380953,0.11981566820276499,4.473118279569893
LED Desk Lamp Pro,Cushion Cover Set,0.0027380952380952383,0.1074766355140187,4.46932543721662
Cushion Cover Set,LED Desk Lamp Pro,0.0027380952380952383,0.11386138613861387,4.469325437216619
Yoga Mat,Fitness Tracker,0.002857142857142857,0.11650485436893204,4.468679345657668
Fitness Tracker,Yoga Mat,0.002857142857142857,0.1095890410958904,4.468679345657667
Wireless Mouse,Laptop Stand,0.0027380952380952383,0.10952380952380952,4.466019417475728
Laptop Stand,Wireless Mouse,0.0027380952380952383,0.11165048543689321,4.466019417475728
Resistance Bands Pro,Foam Roller Pro,0.002976190476190476,0.1111111111111111,4.4657097288676235
Foam Roller Pro,Resistance Bands Pro,0.002976190476190476,0.11961722488038276,4.4657097288676235
Fiction Novel,Planner Diary Pro,0.0030952380952380953,0.12807881773399016,4.4641579625125205
Planner Diary Pro,Fiction Novel,0.0030952380952380953,0.1078838174273859,4.46415796251252
Running Shoes Pro,Analog Watch Pro,0.002619047619047619,0.11,4.463768115942029
Analog Watch Pro,Running Shoes Pro,0.002619047619047619,0.10628019323671496,4.463768115942028
Skipping Rope Pro,Dumbbell Set Pro,0.002619047619047619,0.11518324607329843,4.458706299611552
Dumbbell Set Pro,Skipping Rope Pro,0.002619047619047619,0.10138248847926266,4.458706299611552
Dumbbell Set,Yoga Mat,0.002380952380952381,0.10928961748633881,4.456469839248767
Yoga Mat,Dumbbell Set,0.002380952380952381,0.09708737864077671,4.456469839248767
Sunglasses Pro,Winter Hoodie Pro,0.0025,0.10552763819095479,4.454432968864423
Winter Hoodie Pro,Sunglasses Pro,0.0025,0.10552763819095479,4.454432968864423
Ceramic Mug Set,Ceramic Mug Set Pro,0.002380952380952381,0.09900990099009903,4.447503573886801
Ceramic Mug Set Pro,Ceramic Mug Set,0.002380952380952381,0.10695187165775402,4.447503573886801
Fitness Tracker,Cycling Gloves,0.002857142857142857,0.1095890410958904,4.447091522731784
Cycling Gloves,Fitness Tracker,0.002857142857142857,0.11594202898550725,4.447091522731784
Foam Roller,Foam Roller Pro,0.002857142857142857,0.11059907834101383,4.445130421361322
Foam Roller Pro,Foam Roller,0.002857142857142857,0.11483253588516745,4.445130421361321
Laptop Stand,Wireless Earbuds Pro,0.0027380952380952383,0.11165048543689321,4.444853448672526
Wireless Earbuds Pro,Laptop Stand,0.0027380952380952383,0.10900473933649289,4.444853448672526
Analog Watch,Denim Jacket Pro,0.002976190476190476,0.11904761904761904,4.444444444444445
Analog Watch Pro,Analog Watch,0.0027380952380952383,0.11111111111111112,4.444444444444445
Analog Watch,Analog Watch Pro,0.0027380952380952383,0.10952380952380952,4.444444444444445
Webcam Pro,Wireless Mouse,0.002619047619047619,0.1111111111111111,4.444444444444444
Wireless Mouse,Webcam Pro,0.002619047619047619,0.10476190476190475,4.444444444444444
Denim Jacket Pro,Analog Watch,0.002976190476190476,0.1111111111111111,4.444444444444444
Hair Dryer Pro,Face Mask Pack,0.002619047619047619,0.1004566210045662,4.441240086517664
Face Mask Pack,Hair Dryer Pro,0.002619047619047619,0.11578947368421053,4.441240086517664
Ceramic Mug Set,Air Fryer,0.002619047619047619,0.10891089108910891,4.441026626934538
Air Fryer,Ceramic Mug Set,0.002619047619047619,0.10679611650485436,4.441026626934538
USB-C Cable Pro,Power Bank Pro,0.0025,0.1099476439790576,4.440193314538864
Power Bank Pro,USB-C Cable Pro,0.0025,0.10096153846153846,4.440193314538864
Sticky Notes Pro,Fountain Pen,0.002976190476190476,0.1146788990825688,4.439183190292986
Fountain Pen,Sticky Notes Pro,0.002976190476190476,0.1152073732718894,4.439183190292986
Dumbbell Set,Gym Bag,0.002380952380952381,0.10928961748633881,4.434940999445633
Gym Bag,Dumbbell Set,0.002380952380952381,0.09661835748792272,4.434940999445633
Water Bottle,Fitness Tracker,0.0027380952380952383,0.1155778894472362,4.433124526743306
Fitness Tracker,Water Bottle,0.0027380952380952383,0.10502283105022832,4.433124526743306
Non-stick Pan Pro,Bedsheet Set,0.0025,0.10447761194029852,4.432383536861149
Bedsheet Set,Non-stick Pan Pro,0.0025,0.10606060606060605,4.432383536861148
Football,Football Pro,0.0027380952380952383,0.11111111111111112,4.423380726698262
Webcam,Bluetooth Speaker Pro,0.002857142857142857,0.11374407582938388,4.423380726698262
Football Pro,Football,0.0027380952380952383,0.10900473933649289,4.423380726698262
Bluetooth Speaker Pro,Webcam,0.002857142857142857,0.11111111111111112,4.423380726698262
Face Mask Pack Pro,Face Wash Pro,0.002619047619047619,0.10426540284360189,4.423380726698261
Face Wash Pro,Face Mask Pack Pro,0.002619047619047619,0.1111111111111111,4.423380726698261
Planner Diary,Desk Organizer Pro,0.002261904761904762,0.09844559585492228,4.422155107921643
Desk Organizer Pro,Planner Diary,0.002261904761904762,0.10160427807486631,4.422155107921642
Formal Shirt Pro,Running Shoes Pro,0.002619047619047619,0.10526315789473684,4.421052631578948
Running Shoes Pro,Formal Shirt Pro,0.002619047619047619,0.11,4.421052631578947
Knife Set,Storage Boxes Pro,0.0030952380952380953,0.11872146118721462,4.412656079524791
Storage Boxes Pro,Knife Set,0.0030952380952380953,0.11504424778761063,4.412656079524791
Fitness Tracker Pro,Gym Bag Pro,0.0035714285714285713,0.1271186440677966,4.412382686650791
Gym Bag Pro,Fitness Tracker Pro,0.0035714285714285713,0.12396694214876033,4.412382686650791
Winter Hoodie Pro,Backpack Pro,0.002857142857142857,0.1206030150753769,4.404631854926809
Backpack Pro,Winter Hoodie Pro,0.002857142857142857,0.10434782608695652,4.404631854926808
Trimmer,Sunscreen,0.002619047619047619,0.10328638497652583,4.404089511689426
Sunscreen,Trimmer,0.002619047619047619,0.11167512690355329,4.404089511689426
Face Mask Pack Pro,Perfume,0.002857142857142857,0.11374407582938388,4.402996483718086
Perfume,Face Mask Pack Pro,0.002857142857142857,0.11059907834101383,4.402996483718086
Analog Watch,Formal Shirt Pro,0.0027380952380952383,0.10952380952380952,4.401913875598086
Formal Shirt Pro,Analog Watch,0.0027380952380952383,0.11004784688995216,4.401913875598086
Winter Hoodie,Cotton T-Shirt,0.002142857142857143,0.09375,4.399441340782123
Cotton T-Shirt,Winter Hoodie,0.002142857142857143,0.1005586592178771,4.399441340782123
Sunglasses Pro,Winter Hoodie,0.002380952380952381,0.10050251256281409,4.3969849246231165
Winter Hoodie,Sunglasses Pro,0.002380952380952381,0.10416666666666667,4.396984924623116
Formal Shirt Pro,Winter Hoodie,0.0025,0.10047846889952153,4.395933014354067
Winter Hoodie,Formal Shirt Pro,0.0025,0.109375,4.395933014354067
Lipstick Pro,Sunscreen,0.0025,0.10294117647058824,4.389369961182442
Sunscreen,Lipstick Pro,0.0025,0.1065989847715736,4.389369961182442
Fitness Tracker Pro,Resistance Bands,0.0030952380952380953,0.11016949152542373,4.385894449353361
Resistance Bands,Fitness Tracker Pro,0.0030952380952380953,0.12322274881516587,4.385894449353361
Wireless Mouse,Mechanical Keyboard,0.002857142857142857,0.11428571428571428,4.383561643835616
Mechanical Keyboard,Wireless Mouse,0.002857142857142857,0.1095890410958904,4.383561643835616
Power Bank,Webcam Pro,0.002976190476190476,0.10330578512396693,4.3826696719258695
Webcam Pro,Power Bank,0.002976190476190476,0.12626262626262624,4.3826696719258695
Wireless Mouse Pro,Phone Case Pro,0.002619047619047619,0.1111111111111111,4.381846635367762
Phone Case Pro,Wireless Mouse Pro,0.002619047619047619,0.10328638497652583,4.381846635367762
Power Bank,Laptop Stand,0.0030952380952380953,0.10743801652892562,4.380967664286287
Laptop Stand,Power Bank,0.0030952380952380953,0.1262135922330097,4.380967664286287
Perfume,Body Lotion,0.002976190476190476,0.1152073732718894,4.3789227849948915
Body Lotion,Perfume,0.002976190476190476,0.11312217194570134,4.378922784994891
Desk Organizer,Planner Diary Pro,0.0030952380952380953,0.12560386473429952,4.377894040531602
Planner Diary Pro,Desk Organizer,0.0030952380952380953,0.1078838174273859,4.377894040531602
Electric Kettle,Ceramic Mug Set,0.002619047619047619,0.10526315789473684,4.377279833246482
Ceramic Mug Set,Electric Kettle,0.002619047619047619,0.10891089108910891,4.377279833246482
Body Lotion Pro,Trimmer Pro,0.002619047619047619,0.11282051282051281,4.367245657568238
Trimmer Pro,Body Lotion Pro,0.002619047619047619,0.10138248847926266,4.367245657568238
Fiction Novel,Sticky Notes Pro,0.0027380952380952383,0.11330049261083745,4.3657070547295165
Sticky Notes Pro,Fiction Novel,0.0027380952380952383,0.10550458715596331,4.3657070547295165
Phone Case,Bluetooth Speaker,0.0027380952380952383,0.11219512195121951,4.363143631436315
Bluetooth Speaker,Phone Case,0.0027380952380952383,0.1064814814814815,4.363143631436315
Moisturizer,Face Mask Pack Pro,0.0027380952380952383,0.10952380952380952,4.360189573459715
Face Mask Pack Pro,Moisturizer,0.0027380952380952383,0.10900473933649289,4.360189573459715
Fountain Pen Pro,Desk Organizer,0.0030952380952380953,0.10743801652892562,4.359803569289736
Desk Organizer,Fountain Pen Pro,0.0030952380952380953,0.12560386473429952,4.359803569289736
Planner Diary Pro,Fiction Novel Pro,0.002857142857142857,0.09958506224066391,4.356846473029046
Fiction Novel Pro,Planner Diary Pro,0.002857142857142857,0.125,4.356846473029046
Storage Boxes Pro,Bedsheet Set Pro,0.002857142857142857,0.10619469026548672,4.351392186488236
Bedsheet Set Pro,Storage Boxes Pro,0.002857142857142857,0.11707317073170731,4.351392186488236
Dumbbell Set,Resistance Bands,0.002380952380952381,0.10928961748633881,4.350866288555668
Resistance Bands,Dumbbell Set,0.002380952380952381,0.09478672985781991,4.350866288555668
Air Fryer,Air Fryer Pro,0.002857142857142857,0.11650485436893204,4.349514563106797
Air Fryer Pro,Air Fryer,0.002857142857142857,0.10666666666666667,4.349514563106796
Face Wash,Hair Dryer,0.002619047619047619,0.09523809523809523,4.3478260869565215
Hair Dryer,Face Wash,0.002619047619047619,0.11956521739130434,4.3478260869565215
Perfume Pro,Lipstick Pro,0.0027380952380952383,0.10550458715596331,4.344306529951431
Lipstick Pro,Perfume Pro,0.0027380952380952383,0.11274509803921569,4.34430652995143
USB-C Cable,Laptop Stand Pro,0.002857142857142857,0.11374407582938388,4.342955622576476
Laptop Stand Pro,USB-C Cable,0.002857142857142857,0.10909090909090909,4.342955622576475
Art Supplies Kit,Sticky Notes Pro,0.002857142857142857,0.11267605633802817,4.341646207520352
Sticky Notes Pro,Art Supplies Kit,0.002857142857142857,0.11009174311926606,4.341646207520352
Leather Wallet Pro,Sports Cap Pro,0.0030952380952380953,0.12093023255813955,4.34108527131783
Sports Cap Pro,Leather Wallet Pro,0.0030952380952380953,0.1111111111111111,4.341085271317829
USB-C Cable,Wireless Earbuds Pro,0.0027380952380952383,0.10900473933649289,4.339525167898295
Wireless Earbuds Pro,USB-C Cable,0.0027380952380952383,0.10900473933649289,4.339525167898295
Resistance Bands,Football Pro,0.0027380952380952383,0.10900473933649289,4.339525167898295
Football Pro,Resistance Bands,0.0027380952380952383,0.10900473933649289,4.339525167898295
Planner Diary Pro,Puzzle Book Pro,0.0032142857142857142,0.11203319502074689,4.336768839512783
Puzzle Book Pro,Planner Diary Pro,0.0032142857142857142,0.12442396313364056,4.336768839512783
Laptop Stand Pro,Mechanical Keyboard Pro,0.0030952380952380953,0.11818181818181818,4.335053592695514
Mechanical Keyboard Pro,Laptop Stand Pro,0.0030952380952380953,0.11353711790393013,4.335053592695514
Wall Clock,Electric Kettle,0.002619047619047619,0.10784313725490195,4.334365325077399
Electric Kettle,Wall Clock,0.002619047619047619,0.10526315789473684,4.334365325077399
Football,Skipping Rope,0.002857142857142857,0.11594202898550725,4.328502415458938
Skipping Rope,Football,0.002857142857142857,0.10666666666666667,4.328502415458938
Electric Kettle,LED Desk Lamp,0.0025,0.10047846889952153,4.328303275671696
LED Desk Lamp,Electric Kettle,0.0025,0.10769230769230768,4.328303275671696
LED Desk Lamp,Knife Set,0.002619047619047619,0.11282051282051281,4.327362135581313
Knife Set,LED Desk Lamp,0.002619047619047619,0.1004566210045662,4.327362135581313
Wireless Mouse Pro,Laptop Stand,0.0025,0.10606060606060605,4.324801412180053
Laptop Stand,Wireless Mouse Pro,0.0025,0.10194174757281553,4.324801412180053
Sunscreen Pro,Lipstick Pro,0.0027380952380952383,0.10502283105022832,4.3244695138329305
Lipstick Pro,Sunscreen Pro,0.0027380952380952383,0.11274509803921569,4.3244695138329305
Mechanical Keyboard,Phone Case Pro,0.002857142857142857,0.1095890410958904,4.321821338992861
Sunscreen Pro,Trimmer,0.002857142857142857,0.1095890410958904,4.321821338992861
Trimmer,Sunscreen Pro,0.002857142857142857,0.11267605633802817,4.321821338992861
Phone Case Pro,Mechanical Keyboard,0.002857142857142857,0.11267605633802817,4.321821338992861
Foam Roller Pro,Water Bottle Pro,0.0027380952380952383,0.11004784688995216,4.319635111568216
Water Bottle Pro,Foam Roller Pro,0.0027380952380952383,0.1074766355140187,4.319635111568216
LED Desk Lamp Pro,Storage Boxes,0.002619047619047619,0.102803738317757,4.317757009345795
Storage Boxes,LED Desk Lamp Pro,0.002619047619047619,0.11,4.317757009345795
Smart Watch Pro,Mechanical Keyboard Pro,0.0030952380952380953,0.11764705882352941,4.315437965579245
Mechanical Keyboard Pro,Smart Watch Pro,0.0030952380952380953,0.11353711790393013,4.315437965579244
Gym Bag,Football,0.002619047619047619,0.10628019323671496,4.312819435692781
Football,Gym Bag,0.002619047619047619,0.10628019323671496,4.312819435692781
Non-stick Pan,Ceramic Mug Set Pro,0.002261904761904762,0.09595959595959595,4.310484524388268
Ceramic Mug Set Pro,Non-stick Pan,0.002261904761904762,0.10160427807486631,4.310484524388268
Puzzle Book,Art Supplies Kit Pro,0.0027380952380952383,0.09745762711864407,4.308652988403212
Art Supplies Kit Pro,Puzzle Book,0.0027380952380952383,0.12105263157894738,4.308652988403212
Analog Watch Pro,Backpack,0.0025,0.10144927536231885,4.303908651734739
Backpack,Analog Watch Pro,0.0025,0.10606060606060605,4.303908651734738
Non-stick Pan Pro,Wall Clock,0.0025,0.10447761194029852,4.302019315188763
Wall Clock,Non-stick Pan Pro,0.0025,0.10294117647058824,4.302019315188763
Foam Roller,Cycling Gloves,0.0027380952380952383,0.10599078341013826,4.301075268817205
Cycling Gloves,Foam Roller,0.0027380952380952383,0.11111111111111112,4.301075268817205
Face Wash Pro,Trimmer Pro,0.002619047619047619,0.1111111111111111,4.301075268817204
Trimmer Pro,Face Wash Pro,0.002619047619047619,0.10138248847926266,4.301075268817204
Lipstick,Face Mask Pack Pro,0.0027380952380952383,0.10798122065727701,4.298778452706762
Face Mask Pack Pro,Lipstick,0.0027380952380952383,0.10900473933649289,4.298778452706762
Webcam,Wireless Earbuds,0.0025,0.0995260663507109,4.287276704338316
Cotton T-Shirt Pro,Sports Cap,0.0025,0.0995260663507109,4.287276704338316
Sports Cap,Cotton T-Shirt Pro,0.0025,0.10769230769230768,4.287276704338315
Wireless Earbuds,Webcam,0.0025,0.10769230769230768,4.287276704338315
Foam Roller Pro,Skipping Rope,0.002857142857142857,0.11483253588516745,4.287081339712919
Skipping Rope,Foam Roller Pro,0.002857142857142857,0.10666666666666667,4.287081339712919
Shampoo Pro,Hair Dryer,0.002380952380952381,0.09389671361502348,4.286589099816289
Hair Dryer,Shampoo Pro,0.002380952380952381,0.10869565217391304,4.286589099816289
Running Shoes,Denim Jacket Pro,0.0025,0.11475409836065574,4.284153005464481
Denim Jacket Pro,Running Shoes,0.0025,0.09333333333333334,4.284153005464481
Smart Watch Pro,Smart Watch,0.002857142857142857,0.1085972850678733,4.28270983366261
Smart Watch,Smart Watch Pro,0.002857142857142857,0.11267605633802817,4.282709833662609
Trimmer Pro,Perfume,0.002857142857142857,0.11059907834101383,4.2812546454586
Perfume,Trimmer Pro,0.002857142857142857,0.11059907834101383,4.2812546454586
Wall Clock,Cushion Cover Set,0.0025,0.10294117647058824,4.280722189866046
Cushion Cover Set,Wall Clock,0.0025,0.10396039603960397,4.2807221898660455
Gym Bag Pro,Fitness Tracker,0.0032142857142857142,0.1115702479338843,4.279406770066795
Fitness Tracker,Gym Bag Pro,0.0032142857142857142,0.1232876712328767,4.279406770066795
Wireless Earbuds Pro,Phone Case,0.002619047619047619,0.10426540284360189,4.272338457981736
Phone Case,Wireless Earbuds Pro,0.002619047619047619,0.1073170731707317,4.272338457981736
Air Fryer Pro,Non-stick Pan Pro,0.0027380952380952383,0.10222222222222223,4.271973466003317
Non-stick Pan Pro,Air Fryer Pro,0.0027380952380952383,0.11442786069651742,4.271973466003317
Desk Organizer,Art Supplies Kit Pro,0.002380952380952381,0.09661835748792272,4.271548436308162
Art Supplies Kit Pro,Desk Organizer,0.002380952380952381,0.10526315789473685,4.271548436308162
Cycling Gloves,Foam Roller Pro,0.002619047619047619,0.10628019323671496,4.271548436308161
Bookmark Set Pro,Desk Organizer,0.002619047619047619,0.10526315789473684,4.271548436308161
Desk Organizer,Bookmark Set Pro,0.002619047619047619,0.10628019323671496,4.271548436308161
Foam Roller Pro,Cycling Gloves,0.002619047619047619,0.10526315789473684,4.271548436308161
Cushion Cover Set,LED Desk Lamp,0.002380952380952381,0.09900990099009903,4.265041888804266
LED Desk Lamp,Cushion Cover Set,0.002380952380952381,0.10256410256410257,4.265041888804266
Foam Roller,Fitness Tracker Pro,0.0030952380952380953,0.11981566820276499,4.2646254784035
Fitness Tracker Pro,Foam Roller,0.0030952380952380953,0.11016949152542373,4.264625478403499
Face Mask Pack,Sunscreen,0.002261904761904762,0.1,4.2639593908629445
Sunscreen,Face Mask Pack,0.002261904761904762,0.09644670050761421,4.2639593908629445
Sunscreen,Moisturizer,0.0025,0.1065989847715736,4.263959390862944
Moisturizer,Sunscreen,0.0025,0.09999999999999999,4.263959390862944
Fiction Novel Pro,Notebook Set Pro,0.002261904761904762,0.09895833333333333,4.262820512820513
Notebook Set Pro,Fiction Novel Pro,0.002261904761904762,0.09743589743589744,4.262820512820513
Webcam Pro,Mechanical Keyboard,0.002619047619047619,0.1111111111111111,4.26179604261796
Mechanical Keyboard,Webcam Pro,0.002619047619047619,0.1004566210045662,4.26179604261796
Electric Kettle Pro,Ceramic Mug Set,0.0025,0.10243902439024391,4.2598406182081625
Ceramic Mug Set,Electric Kettle Pro,0.0025,0.10396039603960397,4.2598406182081625
Lipstick,Trimmer,0.0027380952380952383,0.10798122065727701,4.258414335779939
Trimmer,Lipstick,0.0027380952380952383,0.10798122065727701,4.258414335779939
Foam Roller,Skipping Rope Pro,0.0025,0.0967741935483871,4.256037831447391
Skipping Rope Pro,Foam Roller,0.0025,0.1099476439790576,4.256037831447391
Hair Dryer,Lipstick Pro,0.002261904761904762,0.10326086956521738,4.251918158567775
Lipstick Pro,Hair Dryer,0.002261904761904762,0.09313725490196079,4.251918158567775
Cushion Cover Set,Air Fryer Pro,0.0027380952380952383,0.11386138613861387,4.250825082508252
Air Fryer Pro,Cushion Cover Set,0.0027380952380952383,0.10222222222222223,4.250825082508252
Skipping Rope Pro,Gym Bag,0.002380952380952381,0.10471204188481677,4.249184308369376
Gym Bag,Skipping Rope Pro,0.002380952380952381,0.09661835748792272,4.249184308369376
Bookmark Set,Desk Organizer Pro,0.002261904761904762,0.0945273631840796,4.246148934472025
Desk Organizer Pro,Bookmark Set,0.002261904761904762,0.10160427807486631,4.246148934472025
Sunglasses,Sports Cap Pro,0.002857142857142857,0.11822660098522168,4.244031830238727
Sports Cap Pro,Sunglasses,0.002857142857142857,0.10256410256410256,4.244031830238726
Laptop Stand Pro,Bluetooth Speaker,0.002857142857142857,0.10909090909090909,4.242424242424242
Wireless Mouse Pro,Laptop Stand Pro,0.002619047619047619,0.1111111111111111,4.242424242424242
Laptop Stand Pro,Wireless Mouse Pro,0.002619047619047619,0.09999999999999999,4.242424242424242
Bluetooth Speaker,Laptop Stand Pro,0.002857142857142857,0.11111111111111112,4.242424242424242
Trimmer Pro,Hair Dryer Pro,0.002857142857142857,0.11059907834101383,4.242156429518339
Hair Dryer Pro,Trimmer Pro,0.002857142857142857,0.1095890410958904,4.242156429518339
Mechanical Keyboard,Power Bank Pro,0.0027380952380952383,0.10502283105022832,4.241306638566913
Power Bank Pro,Mechanical Keyboard,0.0027380952380952383,0.11057692307692309,4.241306638566913
USB-C Cable,Bluetooth Speaker Pro,0.0027380952380952383,0.10900473933649289,4.239073196419168
Bluetooth Speaker Pro,USB-C Cable,0.0027380952380952383,0.1064814814814815,4.239073196419168
Phone Case,Power Bank,0.002976190476190476,0.12195121951219512,4.233017536786938
Power Bank,Phone Case,0.002976190476190476,0.10330578512396693,4.233017536786938
Gym Bag,Resistance Bands,0.002619047619047619,0.10628019323671496,4.231059825537468
Resistance Bands,Gym Bag,0.002619047619047619,0.10426540284360189,4.231059825537468
Analog Watch Pro,Cotton T-Shirt Pro,0.002619047619047619,0.10628019323671496,4.231059825537468
Cotton T-Shirt Pro,Analog Watch Pro,0.002619047619047619,0.10426540284360189,4.231059825537468
Electric Kettle,Knife Set Pro,0.002619047619047619,0.10526315789473684,4.230672374716695
Knife Set Pro,Electric Kettle,0.002619047619047619,0.10526315789473684,4.230672374716695
Sketch Pens,Puzzle Book,0.002857142857142857,0.11881188118811882,4.228897466017789
Puzzle Book,Sketch Pens,0.002857142857142857,0.10169491525423728,4.228897466017788
Sketch Pens Pro,Fiction Novel Pro,0.002380952380952381,0.09661835748792272,4.2270531400966185
Fiction Novel Pro,Sketch Pens Pro,0.002380952380952381,0.10416666666666667,4.2270531400966185
Desk Organizer Pro,Sketch Pens,0.002261904761904762,0.10160427807486631,4.225128395192461
Sketch Pens,Desk Organizer Pro,0.002261904761904762,0.09405940594059406,4.225128395192461
Body Lotion Pro,Lipstick Pro,0.002380952380952381,0.10256410256410257,4.223227752639517
Lipstick Pro,Body Lotion Pro,0.002380952380952381,0.09803921568627452,4.223227752639517
Webcam Pro,Smart Watch Pro,0.002619047619047619,0.1111111111111111,4.2232277526395166
Smart Watch Pro,Webcam Pro,0.002619047619047619,0.09954751131221719,4.2232277526395166
Wireless Mouse Pro,USB-C Cable Pro,0.002261904761904762,0.09595959595959595,4.220212597175948
USB-C Cable Pro,Wireless Mouse Pro,0.002261904761904762,0.09947643979057591,4.220212597175947
Electric Kettle,Storage Boxes,0.0025,0.10047846889952153,4.220095693779904
Storage Boxes,Electric Kettle,0.0025,0.10500000000000001,4.220095693779904
Knife Set,Storage Boxes,0.002619047619047619,0.1004566210045662,4.219178082191781
Storage Boxes,Knife Set,0.002619047619047619,0.11,4.219178082191781
Sticky Notes,Sketch Pens Pro,0.0025,0.10396039603960397,4.218682737839002
Sketch Pens Pro,Sticky Notes,0.0025,0.10144927536231885,4.218682737839002
Sticky Notes,Fountain Pen,0.002619047619047619,0.10891089108910891,4.215905461513893
Fountain Pen,Sticky Notes,0.002619047619047619,0.10138248847926266,4.215905461513893
Electric Kettle Pro,LED Desk Lamp Pro,0.002619047619047619,0.1073170731707317,4.212445862776385
LED Desk Lamp Pro,Electric Kettle Pro,0.002619047619047619,0.102803738317757,4.212445862776384
Planner Diary,Puzzle Book Pro,0.0025,0.10880829015544041,4.211933812468661
Puzzle Book Pro,Planner Diary,0.0025,0.0967741935483871,4.211933812468661
USB-C Cable,Power Bank Pro,0.002619047619047619,0.10426540284360189,4.210718191760845
Power Bank Pro,USB-C Cable,0.002619047619047619,0.10576923076923075,4.2107181917608445
Lipstick,Sunscreen,0.0025,0.09859154929577466,4.203903624794452
Sunscreen,Lipstick,0.0025,0.1065989847715736,4.203903624794452
Ceramic Mug Set,Bedsheet Set,0.002380952380952381,0.09900990099009903,4.200420042004201
Bedsheet Set,Ceramic Mug Set,0.002380952380952381,0.10101010101010101,4.2004200420042
Water Bottle,Skipping Rope Pro,0.002261904761904762,0.09547738693467338,4.1990054986976775
Skipping Rope Pro,Water Bottle,0.002261904761904762,0.09947643979057591,4.199005498697677
Analog Watch Pro,Sunglasses,0.0025,0.10144927536231885,4.197901049475263
Sunglasses,Analog Watch Pro,0.0025,0.10344827586206896,4.197901049475262
Electric Kettle Pro,Bedsheet Set Pro,0.0025,0.10243902439024391,4.197501487209994
Bedsheet Set Pro,Electric Kettle Pro,0.0025,0.10243902439024391,4.197501487209994
Backpack Pro,Formal Shirt Pro,0.002857142857142857,0.10434782608695652,4.193883919284376
Formal Shirt Pro,Backpack Pro,0.002857142857142857,0.11483253588516745,4.193883919284376
Yoga Mat Pro,Yoga Mat,0.002619047619047619,0.102803738317757,4.191997096452227
Yoga Mat,Yoga Mat Pro,0.002619047619047619,0.10679611650485436,4.191997096452227
Face Mask Pack Pro,Face Mask Pack,0.002380952380952381,0.09478672985781991,4.190571214766775
Face Mask Pack,Face Mask Pack Pro,0.002380952380952381,0.10526315789473685,4.190571214766774
Sunscreen,Shampoo,0.0020238095238095236,0.08629441624365482,4.190017898535841
